4492014b-eeff-45b9-8f81-4e40672824b7,16,Bathtub,25
e437eff7-70fc-4508-9736-3f0c85339f02,5,Towels,11
dde5630c-a059-452b-a85a-9e45f5742962,4,Accessibility features,11
5a05b488-ad6d-4c38-8192-37838fc8be91,19,Accessibility features,14
72e84764-484a-4878-9b19-54af9d027db6,18,Wi-Fi,24
9875b690-3c9f-4931-9d7f-7a8a7b3ffb0a,13,Shower,10
f8445620-68cb-4254-b2b4-02645105cbc5,20,Security system,6
194378b1-288d-493b-b226-576690fdc2c6,23,Oven,25
40cb3d94-c5aa-4cd9-86bc-0988340e157c,16,Dishwasher,8
2b932666-ea2c-4fe4-864b-d89ddd48fa60,8,Heating,19
b87786cd-dd6a-4c31-8302-00a9d7d4112d,24,Laundry facilities,2
9e7c6e26-203f-4d45-a854-157a523623a4,6,TV,3
3f70e899-1763-46bd-972d-7020c312eadd,10,Fitness equipment,20
5d60819c-a506-4719-8335-0f73025daca0,19,Dishwasher,17
c4b6be09-8a70-48bb-a5ef-f7061489be30,17,Fitness equipment,3
28625025-6f11-4d20-9631-084eae9d7c83,14,Dishwasher,21
c2aea500-8603-4fbf-ac4b-66c7245a5b0e,11,Shower,19
8bcd8e28-b506-4ee8-8917-3464c50d471a,14,Parking,7
d67976e7-3906-4d45-9170-41e6b7eb9968,1,Pet-friendly,17
33da5a41-55a5-4823-8444-854eb12f5fe1,7,Oven,4
0b14936f-11f7-40a6-9ba5-9d9a7c5b0930,14,Dishwasher,20
40cb3d94-c5aa-4cd9-86bc-0988340e157c,3,Security system,7
c42794c7-265d-4143-9ed2-84744cb8fa99,8,Accessibility features,22
e437eff7-70fc-4508-9736-3f0c85339f02,18,Oven,1
9fda7c55-2b99-4f89-91ef-7ba60b8f1f56,9,Workspace,24
ccbf01ff-fbab-4014-b7fd-9d4824f483f5,1,Fitness equipment,4
9b30c35b-5f31-4df3-ad44-4bb1d4ffdadd,8,Air conditioning,19
68014558-f89e-40e5-a0ac-ceeeba12fee5,2,Shower,18
05477a27-9877-4879-9873-b73b2ed608eb,24,Coffee maker,14
fc114987-538a-4346-9885-b7a6941f0600,22,Toiletries,11
e40d76bc-57a2-4370-9553-77a86fbfe634,23,Swimming pool,23
273a7eb4-8d1f-431b-87e2-335023fddd54,23,Swimming pool,15
088281be-5a28-41c0-9a8e-3c42804fc9a2,1,Fitness equipment,24
0c314fa2-75ae-474f-80bd-70e24ed70602,23,Swimming pool,13
1eeaf097-56f4-4b1c-8c9f-1eaa3af5a0c8,5,Fitness equipment,24
f600ff67-2c2b-48ca-872b-10f2b699e26c,17,Gym,17
67f7d7da-c51c-438b-96b8-398e5710f307,3,Pet-friendly,19
62f12f37-7955-48b1-bd70-aa8d3899c34f,23,Coffee maker,9
40ec9467-acc6-4ca8-b149-d5a1e4119aaf,9,Fitness equipment,1
fb64d57a-8d6f-4978-b047-e417e553e14f,20,Dishwasher,20
aeffe87a-7cce-474a-bc0a-85a4ee26c64a,23,Pet-friendly,21
4492014b-eeff-45b9-8f81-4e40672824b7,17,Shower,3
7bf7538e-e03c-4788-8a15-0ed031bca932,9,Shower,24
33f4c742-cc7d-4883-88b1-86cfa87f7881,20,Stove,19
df5c245a-7f2a-45a6-b650-a1451e0c1a24,13,Fitness equipment,23
45349ad5-84a0-473a-9809-60c74212667e,11,Microwave,20
f28f0cac-5713-46ca-94f5-8d3df4cfee48,8,Hot water,15
0c216da7-594e-4e5a-90b3-26e0ca36e5cb,13,Oven,7
a92e2fe2-126c-4e1a-a022-a8d0bd7fe421,4,Wi-Fi,20
79da532e-518b-4f51-a812-17a54ee85fe2,22,Hot water,16
4b4a80d0-b3de-4e1a-94c7-04ece4f5f811,25,Accessibility features,20
c810032a-aa5f-4634-88a6-b5d1f4bf0eca,10,Heating,25
83f8e1eb-d015-4e4c-af3d-f577e513e218,17,Oven,7
ac41d751-dd95-459c-b64b-269dd50f5b16,21,Air conditioning,13
7411d27b-27c6-443c-87b7-b6725ce75f3b,23,Stove,6
55364ca6-4ef7-4cca-b8ad-c45f4fcd2492,7,Fitness equipment,3
83350fdf-9708-4285-add0-ba2d2250aa55,9,Wi-Fi,10
0c314fa2-75ae-474f-80bd-70e24ed70602,22,Dining table,20
b6833d10-a282-4ec1-bbdd-5153068e9668,7,Accessibility features,6
14486d13-1105-485f-a72a-770c7b0355e9,8,Fitness equipment,19
81c2f78f-e094-4fab-8218-8f64f8730793,19,Accessibility features,21
081b952f-ab7d-4aa1-878c-dfed4e1b1416,19,Parking,2
b2f53e5d-3c92-41bb-a541-9cd50ab8b038,13,Stove,8
e75b9b1e-fd25-47e9-b3d4-eede5095540d,18,Air conditioning,16
763d5658-0310-4016-afc5-2371dee93ee4,7,Bathtub,1
c9cdc32a-10bd-4fc5-b5a9-1fdb4fee4765,23,Stove,8
9faf5e5e-afb8-4c60-9023-763ace806d8e,2,Pet-friendly,2
57e2e87c-aa98-422f-81a9-482614b5e532,3,Dining table,7
f8d0c77a-e2ee-49e5-9767-dc4eff896e50,19,Workspace,24
3a29c4aa-802c-4d3a-94bd-0364781fdcb3,22,Cookware and utensils,7
83350fdf-9708-4285-add0-ba2d2250aa55,13,Refrigerator,23
023d6c51-2da9-4a66-b735-6c61cd61e750,10,Shower,24
d6ec0767-42f8-447c-a89e-153eae13163a,10,Heating,24
9b30c35b-5f31-4df3-ad44-4bb1d4ffdadd,22,Air conditioning,11
7d27ae96-c46a-4ad4-95a3-3d3738c41b46,7,Air conditioning,2
33909e85-1a1f-403d-91b6-eb559878d6a7,2,TV,1
2fd3e6ec-df83-45ce-a25a-f269738d7c9b,18,TV,16
c4b6be09-8a70-48bb-a5ef-f7061489be30,6,Wi-Fi,17
ad68e67f-f9fe-4102-8ecc-1566a9af0907,20,Fitness equipment,1
47498f70-54cf-44ef-84d0-ff3e13ffec71,23,TV,13
4add5ec8-1ec9-4cd8-a47b-553d5f8c9000,18,Oven,24
c61d5fb5-ce97-4c53-8e6d-d2aefbf4ed04,16,Swimming pool,13
603f1d74-1189-4cf5-88f3-ce5574879f05,19,Workspace,10
48539a5b-83ad-4543-8ad0-259e3b64d7ab,15,Parking,2
92fc8d21-e3b9-46de-ae0a-97f3e28d9ed2,1,Refrigerator,14
e50c89ad-9d5d-4990-a13e-5fb03e8d3ebe,20,Stove,19
1cf59f45-dd6d-4400-ac34-fc8e96418a5f,24,Laundry facilities,22
435f29ce-a1c8-4340-9ebf-480543344050,13,Heating,8
1ae2b6fa-d54c-436a-a8e0-f60c56c9f300,22,Stove,24
05477a27-9877-4879-9873-b73b2ed608eb,2,Pet-friendly,18
14c2efb5-978f-49d7-999f-3a7305fdeeec,16,Pet-friendly,7
dcb548ff-2423-418f-a404-406efdcd266c,2,Dining table,13
94ebb75a-b3e7-4ad2-b9e7-2b125230575d,12,Pet-friendly,18
a5455edd-f1fd-4a4a-856b-506ca19713b8,1,Oven,25
c9cdc32a-10bd-4fc5-b5a9-1fdb4fee4765,24,Toiletries,3
f0e57754-a6ab-4f8b-a6fb-d8a91c186647,5,Refrigerator,20
9e7c6e26-203f-4d45-a854-157a523623a4,6,Swimming pool,22
4bb82c72-d5b8-4f74-b5c9-d25dec26aae6,16,Air conditioning,22
21a1a191-bd4f-4990-a579-7be0df0b5221,22,Dishwasher,16
8b175ab8-d457-4a18-8036-73c92d71cfd9,7,Hot water,3
168ae3c7-9b7a-47c9-b6dd-9ecedd9d64b9,20,Accessibility features,24
be09a81e-9a1b-416d-b0bc-aa5c5b883ed9,12,Air conditioning,20
73e12b61-79aa-49ce-959b-5aa0977b8ae9,8,Air conditioning,23
a4cb4925-2b12-4234-a02e-f3bfd0f3b517,12,Security system,24
3e171cac-260d-4dfa-bd9c-1b4245040d1a,22,Wi-Fi,2
97bbca04-6484-4c3a-b1cd-62c2fd5ed9d7,17,Towels,5
e6beeae7-b7ca-4e0f-8987-158e4948666b,2,Bathtub,10
ed773d34-e094-4e9c-a5f5-6cc2a8e6e0ca,11,Shower,4
7f9b28ba-16c0-4452-aaee-4a538a7b5471,22,Coffee maker,8
d8f123f0-6540-409c-a2ba-a98ebf5baffa,22,Parking,14
81e71034-ab9e-48af-aa59-2b55aa3315d5,24,Shower,8
9710fb02-0822-457a-8be3-6d891e8cb6a0,16,Swimming pool,11
460cadb8-1d7c-4820-9f51-00541fd21868,21,Oven,2
ea81b6dd-00b3-43cd-91fa-fe2b7402689d,18,Fitness equipment,18
ddab2ca3-155e-4c47-b3a3-cf56d76bca55,21,TV,2
e90ca9de-989f-4a58-bf35-b23f7ab5cac1,17,Accessibility features,6
b840360d-df67-45b0-82e0-123c8b22539f,18,Workspace,18
14c2efb5-978f-49d7-999f-3a7305fdeeec,22,Toiletries,23
0a6cf743-c990-47fc-b0a1-298c15e18c59,3,Toiletries,6
9572232e-45b5-42c5-a0d0-6d44c0d1b97e,6,Pet-friendly,22
007811a3-e415-4094-a4c4-e1e8ff5c76c2,18,Bathtub,3
c5107a97-dfec-49cf-81c4-3678d891fd28,21,Stove,7
4e190469-7cca-4b34-bcc3-66d7b4f0b9a9,24,Dining table,1
1ff78ddf-4524-4418-b136-2eab3a732f3c,21,Air conditioning,16
208a0c6e-2ff4-4f5b-b030-a28438b7304a,14,Oven,22
2e5bcc96-44a4-4d15-9603-9f118b25a225,17,Workspace,4
b766347b-be54-40dd-b2f8-7f8b59795e18,7,Dining table,15
0c216da7-594e-4e5a-90b3-26e0ca36e5cb,5,Laundry facilities,19
dcb548ff-2423-418f-a404-406efdcd266c,13,Hot water,17
61852a95-d6d3-4773-9dd6-e153a84113ad,12,Workspace,4
5fc7c50c-7db2-429e-94be-90bb4b91e6c7,12,Parking,21
ca221096-7b4d-4d9b-ae61-c73870af6a92,16,Oven,24
663899f4-a1ba-4c1a-8935-664a6cb4dffe,4,Dishwasher,14
e4582689-635f-436e-856b-6a0f04e369c1,3,Microwave,10
5cc49971-e50b-42a8-96a0-1a3c5c2fb82e,16,Swimming pool,24
48085444-d178-4374-a3c7-4871e898ef95,13,Gym,1
a36ec348-80c4-4123-a78b-00c6d37170a8,21,Air conditioning,16
e66aa030-e9e1-41cb-9b13-746be2507476,25,Accessibility features,2
a839ddba-8a7a-49f9-a0dc-b8bb6bdf1bd5,12,Air conditioning,2
76b3592c-38c1-497e-a4c8-cfce1c24668c,8,Air conditioning,14
88ed9ce0-aa7a-40e2-aecd-82c114cc2a36,8,Air conditioning,23
caac77e0-dab1-4138-9c31-6e6c04aba2b7,19,Wi-Fi,17
a3377f35-b153-457c-93e8-c645f9509fe0,24,Laundry facilities,1
85214751-7893-4f01-a00e-dea3886268c9,14,Laundry facilities,8
fcd39c48-2b68-4494-bae0-65ae1602aa9b,21,Laundry facilities,3
6a371ca8-0a94-4fec-be22-7a0f7ed9fdec,12,Heating,3
0eecf5d0-fca4-4569-8ce9-95eccccca579,14,Bathtub,19
50fd68a1-a7e8-45f5-904d-2919323d213d,12,Stove,12
05939a1e-560a-4281-93ec-d993dd31c2ee,22,Laundry facilities,22
51e641cb-46d5-4866-9f5c-dd329aed4e49,24,Pet-friendly,9
6c532e2b-7b46-430c-a475-d795307881bf,19,Cookware and utensils,6
c319d962-384f-4b4c-8d3d-a0f7e16fd356,9,Heating,10
a9c89a16-5dc7-4a21-bcec-006705155d9e,7,Security system,9
5b3d603d-9f01-4c96-8a1e-8c7b6b9d6b08,5,Air conditioning,2
e1057ad0-9d54-43d5-93c2-a42e3b28df44,19,Coffee maker,13
4bfbd7be-86de-48bd-aec7-37d1acecff0e,2,Cookware and utensils,1
6fb20ca9-687a-45a1-8126-c543ae5e3356,20,Air conditioning,4
98342288-14ab-4de9-ab84-b43c1e39d971,17,Security system,20
605d9b53-8cb5-4342-af3f-343bcd1e659b,25,Dining table,9
c5e2e6c7-18d6-4720-8565-7154d6f5ea37,17,Dining table,4
3a40cbd6-1119-4624-be91-1c89ec78faab,21,Heating,6
7206c9a3-049b-42f1-ba06-bba6779401bb,14,Refrigerator,20
f9f36430-16ba-4e1f-a309-b079e3305ec6,10,Swimming pool,20
9572232e-45b5-42c5-a0d0-6d44c0d1b97e,4,Hot water,23
08804c6d-6e98-4d8f-af28-ffc394fbddc6,13,Swimming pool,24
dcf3ff17-1ed0-4cae-a229-94f9e3ac4f87,7,Parking,15
2fd3e6ec-df83-45ce-a25a-f269738d7c9b,7,Coffee maker,11
fb44c630-8bc8-4502-8d24-ab0dc7c5c4c4,6,Heating,16
0b7032d1-8d33-4bd7-b162-5a226b5e5902,5,Shower,5
1f48f7ff-f966-4601-b17f-bcf80e622e78,22,Heating,19
230db972-c485-4a29-8854-d3a074ed6ab1,5,Pet-friendly,20
b8943735-79ad-48ab-9ac5-5268e7749f5f,11,Towels,17
318c2285-1094-42c3-ac50-5704ceed8f87,5,Accessibility features,19
0bd25e7d-f1ee-479e-bf88-0b8205c55dd4,23,Wi-Fi,6
73e12b61-79aa-49ce-959b-5aa0977b8ae9,10,Oven,3
ebbe0447-03fe-4260-89a7-f4d53ca2da29,16,Coffee maker,24
4c1897e9-e8e2-4090-bbb7-5a81de6a3404,22,Dishwasher,25
5f5c7480-8936-47bd-8cf8-70b437fc19db,14,Refrigerator,11
a21b2e04-afb4-4a3a-8e55-4f9830e82247,9,Accessibility features,8
66310381-7bf1-44ba-b9b3-e39fef9e8158,14,Heating,9
d3f9af1b-3880-4fc5-a240-e7ea476fe6ca,18,Coffee maker,1
36b4d82b-887f-4266-83ab-179dfcd5e133,16,Stove,2
36744127-dc12-4a2a-9ae0-fe0a9980939d,3,Accessibility features,20
be09a81e-9a1b-416d-b0bc-aa5c5b883ed9,24,TV,3
b3b33812-a3b1-4147-b868-c97435402b69,1,Laundry facilities,14
c2aea500-8603-4fbf-ac4b-66c7245a5b0e,20,Towels,8
38df6a5c-52f1-4c9b-b47e-01255fc246b8,18,Shower,5
28e76ffd-36a7-486f-9a27-5a6e3af8c5ff,2,Security system,17
9cbb3a4a-cc98-4585-8832-9de37bf14e51,1,Toiletries,17
c810032a-aa5f-4634-88a6-b5d1f4bf0eca,14,Swimming pool,8
9e7c6e26-203f-4d45-a854-157a523623a4,1,Coffee maker,19
4257742d-bb1b-4e01-ae4e-0f1c7272ca15,25,Dining table,11
18534ca1-b06e-4be0-b3a5-078fc579ab5c,21,Towels,24
2e88e6cc-8c89-46d7-a3ad-d4ed9df7190d,16,Bathtub,22
23ab1759-5a51-469f-8f95-4071462a3cde,16,Dishwasher,24
3d4996dc-97b8-4841-9905-cdbde42562bd,1,Pet-friendly,12
b8f67ca8-a621-410f-b747-84a597967799,9,Microwave,2
84aff458-511f-4d1d-9f31-2e6fa6f322d4,23,Shower,10
e56dcad5-6c66-4fc6-8d3d-bb3d7ae163b2,14,Coffee maker,12
46411a1a-3551-4448-bf57-15f78abb8e06,7,Hot water,15
bea1e68d-88e8-4661-bcfe-15c39d6f9c6e,8,Air conditioning,16
bc31286d-8204-4136-8c54-bd4368139feb,7,Cookware and utensils,25
e8adae40-1909-4f94-a027-bf98d8d5812e,2,Cookware and utensils,18
14c2efb5-978f-49d7-999f-3a7305fdeeec,23,Parking,22
f4421314-07ae-4e4a-ba73-7860c47aa1fe,12,Workspace,24
f9c2e41c-fa6c-4faa-bbd5-701aa42856aa,19,Stove,13
2e92b137-d4c3-495b-9dd5-c765ca73a4ba,23,Shower,22
a6180ade-8aa8-414b-9902-ffb208075436,2,Bathtub,14
6a0a3d78-9144-420a-8f06-51932aee2a61,8,Parking,19
1ae2b6fa-d54c-436a-a8e0-f60c56c9f300,14,Accessibility features,1
0784a4d4-dbe9-4895-b67b-3d9bd8742911,2,Parking,11
605d9b53-8cb5-4342-af3f-343bcd1e659b,21,Toiletries,3
27b4bb52-d8f1-4398-80f0-4742e0866a79,19,Microwave,17
caac77e0-dab1-4138-9c31-6e6c04aba2b7,5,Security system,20
508fc8ef-a169-43df-abc4-6ff3b1a7dab8,23,Fitness equipment,8
114fc9bd-9d7b-4a2d-96f1-7c62cde64375,2,Shower,17
6e802d21-4672-402c-8f86-4baa41f88235,20,Fitness equipment,11
21b6935d-d96f-4364-b319-ac20a2e1c099,10,Wi-Fi,18
06a3c0e7-8e6d-4daf-add9-caef08023558,16,Workspace,6
38c7c9d0-302f-4561-b6bc-85cee7aeab0f,23,TV,15
152b18cf-0651-4321-8824-96e8e180989e,11,Air conditioning,4
18f9e7f6-312f-4ccb-9f68-e0a9d70cef57,20,Stove,15
18de9ad7-cfc6-4cc1-be17-d2fc93885aec,19,Swimming pool,9
d3f9af1b-3880-4fc5-a240-e7ea476fe6ca,3,Coffee maker,3
3fdf31e2-e3d0-430c-af0f-557e6b362733,13,TV,25
632d1de9-4d78-42ba-8472-e050d6dac3d6,13,Security system,11
83350fdf-9708-4285-add0-ba2d2250aa55,23,Swimming pool,4
1eee3226-3609-466f-b050-6f9e4b650a16,12,Hot water,6
57483db1-385b-42c7-96dd-ee07119955f0,2,Security system,13
6a371ca8-0a94-4fec-be22-7a0f7ed9fdec,9,Swimming pool,3
4e190469-7cca-4b34-bcc3-66d7b4f0b9a9,12,Workspace,22
72fc17f3-dd56-4312-9e5c-7c028d0dad64,25,Security system,5
ac41d751-dd95-459c-b64b-269dd50f5b16,10,Towels,4
1ea8c8d1-9f67-4c7a-bcba-d8a0f2d69661,4,Oven,11
dcaf9fb9-6e54-4475-ad3c-a5ff28f6b330,11,Dining table,21
5d60819c-a506-4719-8335-0f73025daca0,23,Swimming pool,3
1e003669-01b4-4868-9f69-573c25c5577e,7,Bathtub,3
ea81b6dd-00b3-43cd-91fa-fe2b7402689d,5,Bathtub,19
9d3bca16-c466-4f0d-8b2a-cebee027f10d,24,Fitness equipment,2
df5c245a-7f2a-45a6-b650-a1451e0c1a24,23,Dishwasher,7
84d6e816-9117-451b-baf7-e5db71834b6a,9,Parking,2
79538b99-df51-4114-85a7-40e4dfdfdeae,20,Microwave,17
a4cb4925-2b12-4234-a02e-f3bfd0f3b517,20,Cookware and utensils,21
85df1936-e432-411d-af54-3ec00a9a50eb,7,Hot water,4
1d0f9f81-bcc8-4312-b909-149cc96bdc43,5,Dining table,21
cc79d89d-d5ab-48fd-8f89-eebc282c4465,20,Swimming pool,4
5bf5fc21-933f-45b0-b2be-3b20aff19d8a,12,Parking,4
03546b4b-4cf8-4067-8e0a-b1a1f9b9d5b2,20,Workspace,11
482d13d8-de54-4c02-a3b9-e012058373d8,16,Dishwasher,13
8103d52b-9698-4227-a56d-3f76a9371a45,14,Swimming pool,15
d8f123f0-6540-409c-a2ba-a98ebf5baffa,16,Refrigerator,17
15a50c17-03a7-4721-8ff4-ec7620505200,24,Swimming pool,2
1073d32d-d58d-473c-bcbc-41a358e2d0c0,16,Wi-Fi,20
87e7c1c1-c4d0-4fe4-ac32-4fffb113bb31,21,Stove,8
1315b1e7-45f9-492b-96c3-db1aa4374eb2,8,Fitness equipment,9
84aff458-511f-4d1d-9f31-2e6fa6f322d4,3,Laundry facilities,9
42bf7cf8-7870-40b5-976f-8690095ac98a,25,Pet-friendly,11
05895078-5365-4c31-b1de-d4ba51474878,17,Oven,13
ae06fab9-1d7f-427c-a805-1aa753a102a5,21,Oven,10
f81d8832-e61c-42bc-bdcb-6b57606f61af,19,Security system,1
6b653980-5f92-4901-bd3d-68487c03a1e3,14,Refrigerator,18
ca2c4514-fca7-48f6-9b30-cd73ab54cc55,9,Dining table,14
c5d3e491-c4ac-48de-8d27-4d4d652d798e,4,Air conditioning,13
54c3276a-7d2d-431f-aa3a-26ce7ad022c6,3,Security system,1
f942d960-a724-496a-902e-e50124ca5afa,15,Fitness equipment,4
cbd119e1-7dec-494f-a9ae-0907d1fc9091,14,Stove,3
e8adae40-1909-4f94-a027-bf98d8d5812e,25,Dishwasher,6
e7807658-ef37-4e07-9175-517c9c9c3449,1,Wi-Fi,12
ba215b67-3041-4c60-9009-15c37231aff3,12,Coffee maker,24
b040681a-75a1-44c7-9148-bfbc148f3e33,2,Hot water,11
b64bccb6-e9a5-4919-bb93-662eb7df3890,1,Workspace,7
4f51c5f6-294c-4bf5-8b4e-d6042611299a,14,Security system,6
95cbcce0-473c-43c3-becd-416be6ec2816,24,Stove,22
d46b4b4d-e5bb-49ab-951b-c07114210602,1,Swimming pool,9
66310381-7bf1-44ba-b9b3-e39fef9e8158,24,Pet-friendly,10
9b49aa9f-0b96-454d-b228-ffa75c15e87b,22,Pet-friendly,25
e328a356-4077-46ed-b1e8-0f7b2cb729d6,18,Dining table,9
6885b360-29ed-4941-8826-8a6a44447672,8,Dining table,3
bfb56f45-6f0e-45de-9b38-063884b709eb,9,TV,12
d0817d3a-3e2a-4d52-881c-d58108f34238,9,Dishwasher,16
429a1e86-2b87-4b4f-93f1-d1e4a10f7412,10,Coffee maker,4
482d13d8-de54-4c02-a3b9-e012058373d8,4,Refrigerator,22
15b016c6-dadc-461b-980f-e582b3ba3b1c,17,Toiletries,19
d71ebdf7-d37b-4524-ad27-c5b7f221699b,1,Refrigerator,1
04df5bd2-f8df-4977-bc9f-738ae241ed85,18,Hot water,7
a4939ed1-f25a-42b2-b0f7-63e33f25f86a,25,Shower,13
a952ce88-79a2-4632-b330-b18359980d21,1,Bathtub,23
9f96e282-98fb-4375-911f-6221155ca4a9,12,Cookware and utensils,16
1bc3f4b7-6e37-42d3-9cb9-0adac1d5c0bd,7,Bathtub,15
c8ce44d8-0078-4aa9-97e3-1cbc2986ed84,24,Hot water,17
92c16c71-a10f-48ff-bf41-d674a3b15229,2,Cookware and utensils,13
4fe79d1a-ce08-4baf-b294-c4f468c6294d,9,Stove,22
049f414e-98f7-4162-9ec1-7e4d0cd81f2c,1,Dining table,22
710877ec-8403-465b-a0bf-6d55267d9263,17,Refrigerator,4
02c280fc-b8e9-4aec-a348-66c0c3478602,12,Accessibility features,10
625f6fd6-c6dc-4d3d-9ef2-44e1aec4de8b,2,Accessibility features,13
c64a4662-ca2f-429d-a808-4e508b731d1a,16,Swimming pool,14
9d3bca16-c466-4f0d-8b2a-cebee027f10d,2,Wi-Fi,13
605d9b53-8cb5-4342-af3f-343bcd1e659b,14,Pet-friendly,19
51cb8f95-54ad-46c3-9d8d-1e31f31578c6,19,Towels,7
a23f70ef-3444-46ba-a808-45b947fb5c8e,2,Hot water,17
ac60f864-0e40-49ab-b28c-b9293fe02b87,22,Stove,1
e50c89ad-9d5d-4990-a13e-5fb03e8d3ebe,7,Hot water,17
9ea70d8b-cf8e-44ec-8679-5dd549abae91,24,Oven,13
761709e5-6107-4418-8902-85eb29a72e5b,22,Dishwasher,18
99a59e45-2c3b-48d4-b151-6a3b751be6d2,3,Refrigerator,6
67f7d7da-c51c-438b-96b8-398e5710f307,17,Air conditioning,19
2530bef9-51a5-4d5e-be33-25b9287efdb8,9,Dishwasher,20
cce612e0-4602-4a32-aa3b-babfce14e995,4,Workspace,18
85df1936-e432-411d-af54-3ec00a9a50eb,10,Laundry facilities,8
3fdf31e2-e3d0-430c-af0f-557e6b362733,18,Stove,19
aaa758b2-774b-49ac-ad92-6619ccb7d292,5,Security system,12
f024a40b-9f2e-4381-8d6f-eebf717696ab,17,Oven,18
3ede5e28-6db7-4bf7-84a8-30b93393507e,9,Shower,4
7668c3ef-3751-40ac-becb-c16084897beb,25,Heating,16
66001e58-3ef9-46b6-91b5-c8e8e84aded8,13,Oven,7
51d02313-9c22-4a27-9d66-2f76e132b91a,5,Fitness equipment,11
2fd3e6ec-df83-45ce-a25a-f269738d7c9b,21,Security system,22
51792ea6-1895-47d7-ab43-58b12f7a7daa,10,Microwave,5
7f9b28ba-16c0-4452-aaee-4a538a7b5471,17,Swimming pool,16
416fe3b9-de19-40b8-bf6c-3f3543af4f6c,23,Security system,14
7eae8cf6-7577-40c8-bb37-cd34f9c77e9a,20,Workspace,11
94ebb75a-b3e7-4ad2-b9e7-2b125230575d,3,Towels,19
e4582689-635f-436e-856b-6a0f04e369c1,5,Wi-Fi,11
2fd22629-0b82-4220-bb1f-0edd9aa0aea4,1,Coffee maker,22
1eee3226-3609-466f-b050-6f9e4b650a16,22,TV,6
09b4196e-9459-4a6f-89ab-4c78fbfcbf92,10,TV,20
83350fdf-9708-4285-add0-ba2d2250aa55,16,Dining table,18
52ddbdf8-28a7-42dc-9f92-c115ca4ac9b1,2,Gym,16
507935a2-4ae1-4825-ab6c-dac776230857,7,Cookware and utensils,5
67fb21d4-e660-4b51-a8b3-d78009f2430e,22,Shower,1
f7267ce1-0b06-4a3c-9eb8-45457b3067aa,21,Laundry facilities,5
1dfbb2d5-42b7-48a8-b064-38b7c52a8931,8,Laundry facilities,3
bf015007-0799-4417-af92-a289d0ec7b86,18,Towels,3
a8521f84-5ed0-4588-b3bb-ba382250bc73,20,Heating,2
0b14936f-11f7-40a6-9ba5-9d9a7c5b0930,4,Gym,1
46455455-4398-48c9-a29d-904b3fcf994a,6,Shower,6
8a55895e-405a-4261-bd60-4ed1dbc549e9,7,Cookware and utensils,23
57483db1-385b-42c7-96dd-ee07119955f0,25,Towels,22
f7267ce1-0b06-4a3c-9eb8-45457b3067aa,15,Wi-Fi,23
ac60f864-0e40-49ab-b28c-b9293fe02b87,15,Gym,9
0061bf97-73db-4ef1-bd0d-4327694ca2a3,24,Gym,7
c4f1119c-c14c-442a-b51e-81959b608cc2,19,Refrigerator,24
8103d52b-9698-4227-a56d-3f76a9371a45,23,Dining table,12
79da532e-518b-4f51-a812-17a54ee85fe2,6,Air conditioning,12
e90ca9de-989f-4a58-bf35-b23f7ab5cac1,3,Cookware and utensils,17
09cc8039-7080-408d-b163-71c3075d9185,23,Accessibility features,14
